species,age,site,year,body_mass_g,reference
snow goose,adult,bylot,2012,1748,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1710,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,2001,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1748,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1795,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1820,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1844,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1734,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1720,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1512,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1793,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1860,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1558,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2012,1687,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1161,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1306,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1381,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1223,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1392,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1191,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,927,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1118,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1048,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1110,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1127,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1324,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1255,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,998,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1035,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1020,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1393,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1231,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1264,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1230,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1189,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1500,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1159,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1199,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1215,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1190,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1168,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1118,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1318,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1312,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1168,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1408,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1143,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,909,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1239,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1138,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,900,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1133,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1229,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1093,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1221,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1153,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1413,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1078,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1345,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1317,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1171,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1572,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1306,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1547,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1245,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1146,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1231,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1370,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1000,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1304,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1171,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,732,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1172,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1035,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1140,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1010,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1076,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1089,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1033,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1334,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,972,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1465,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1490,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1367,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1285,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1447,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,982,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1452,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,946,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1452,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1254,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1540,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1520,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,990,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,960,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1126,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1199,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1214,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1312,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1195,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1317,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1174,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1350,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,813,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1440,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1242,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1154,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1307,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1482,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,967,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1390,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1585,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1245,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1425,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1312,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1698,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1018,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1470,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1120,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1515,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1085,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1527,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1140,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,947,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1377,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1268,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1300,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1277,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1455,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1225,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1160,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1216,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1228,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1134,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,803,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1050,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1150,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1568,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1468,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1380,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1090,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1280,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,778,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1129,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1253,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1555,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1508,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1180,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1131,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1574,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1508,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,997,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1308,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1335,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1495,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1263,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1229,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1178,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1246,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1446,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,865,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1188,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1307,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1366,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,872,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1246,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1663,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1368,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1814,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1366,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1442,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1739,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1307,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1536,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,818,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1355,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1374,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1560,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1530,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1553,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,960,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,929,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1067,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1530,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1549,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1585,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1532,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1441,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1316,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1554,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1240,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1393,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1673,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1518,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1326,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1420,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1370,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1055,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1434,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1498,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1235,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1410,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1357,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1642,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1292,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,948,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1397,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1544,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1494,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1436,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2013,1342,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
