"nest_id","species","year","long","lat","utm_zone","datum"
"AL01","horned lark",2005,531927,8116534,"17","nad27"
"AL02","horned lark",2005,533615,8115550,"17","nad27"
"ALC01","horned lark",2007,532988,8117841,"17","nad27"
"ALCNB01","horned lark",2012,535880,8088522,"17","nad27"
"ALCNB02","horned lark",2012,539320,8088396,"17","nad83"
"ALL01","horned lark",2006,533253,8118033,"17","nad27"
"ALOU1","horned lark",2004,533078,8116952,"17","nad27"
"AMPI01","american pipit",2010,533092,8117824,"17","nad27"
"AMPI01","american pipit",2014,532798,8123012,"17","nad27"
"AMPI01","american pipit",2015,535133,8114714,"17","nad27"
"AMPI02","american pipit",2014,534639,8116807,"17","nad27"
"AMPI02","american pipit",2015,535146,8114841,"17","nad27"
"AMPI03","american pipit",2014,536490,8118169,"17","nad27"
"AMPI04","american pipit",2014,534639,8116807,"17","nad27"
"AMPICC01","american pipit",2018,535797,8117058,"17","nad27"
"AMPINC01","american pipit",2016,531753,8115587,"17","nad27"
"ARTE01","arctic tern",2009,529439,8118908,"17","nad27"
"ARTE01","arctic tern",2014,528474,8115664,"17","nad27"
"ARTE01","arctic tern",2015,528439,8115434,"17","nad27"
"ARTE01","arctic tern",2019,529309,8118883,"17","nad27"
"ARTE01-YS","arctic tern",2016,529507,8118835,"17","nad27"
"ARTE01-YS","arctic tern",2017,529266,8118926,"17","nad27"
"ARTE02","arctic tern",2009,528475,8115653,"17","nad27"
"ARTE02","arctic tern",2014,537193,8083193,"17","nad27"
"ARTE02-YS","arctic tern",2016,529443,8118834,"17","nad27"
"ARTE02-YS","arctic tern",2017,529527,8118948,"17","nad27"
"ARTEDL01","arctic tern",2016,547900,8073882,"17","nad27"
"ARTEDL02","arctic tern",2017,546998,8077796,"17","nad27"
"ARTEDL03","arctic tern",2017,536332,8083363,"17","nad27"
"ARTEDL04","arctic tern",2017,536108,8083507,"17","nad27"
"ARTEED01","arctic tern",2019,535869,8083539,"17","nad27"
"ARTENL01","arctic tern",2019,536251,8083502,"17","nad27"
"BEC1","bairds sandpiper",2004,533409,8118143,"17","nad27"
"BEC2","bairds sandpiper",2004,532895,8116673,"17","nad27"
"BEC3","bairds sandpiper",2004,538508,8126423,"17","nad27"
"BEC4","bairds sandpiper",2004,534443,8118773,"17","nad27"
"BEC5","bairds sandpiper",2004,535059,8118981,"17","nad27"
"BUS01","rough legged hawk",2005,NA,NA,"17","nad27"
"BUS01","rough legged hawk",2006,NA,NA,"17","nad27"
"BUS02","rough legged hawk",2006,NA,NA,"17","nad27"
"BUS1","rough legged hawk",2004,NA,NA,"17","nad27"
"CACG_AB04","cackling goose",2017,528292,8103725,"17","nad27"
"CACG_AB05","cackling goose",2017,528062,8103495,"17","nad27"
"CACG_ED04","cackling goose",2017,527785,8105277,"17","nad27"
"CACG_JB01","cackling goose",2017,528194,8102844,"17","nad27"
"CACG_JB02","cackling goose",2017,528353,8102951,"17","nad27"
"CACG_JB03","cackling goose",2017,528357,8102743,"17","nad27"
"CACG_JB04","cackling goose",2017,528322,8102424,"17","nad27"
"CACG_JB05","cackling goose",2017,528104,8102762,"17","nad27"
"CACG_JB06","cackling goose",2017,528188,8102847,"17","nad27"
"CACG01","cackling goose",2018,532413,8117489,"17","nad27"
"CACG01","cackling goose",2019,532181,8117384,"17","nad27"
"CACG01-KR","cackling goose",2017,533275,8118270,"17","nad27"
"CACG01-MP","cackling goose",2017,533310,8118289,"17","nad27"
"CACG01-YS","cackling goose",2017,532209,8117404,"17","nad27"
"CACG02","cackling goose",2018,531273,8117623,"17","nad27"
"CACG02","cackling goose",2019,530998,8117454,"17","nad27"
"CACG02-MP","cackling goose",2017,537327,8122141,"17","nad27"
"CACG02-YS","cackling goose",2017,531276,8117623,"17","nad27"
"CACG03","cackling goose",2018,536417,8120973,"17","nad27"
"CACG03","cackling goose",2019,531232,8117581,"17","nad27"
"CACG03-YS","cackling goose",2017,530263,8116862,"17","nad27"
"CACG04","cackling goose",2018,537363,8122041,"17","nad27"
"CACG04","cackling goose",2019,530209,8116967,"17","nad27"
"CACG04-JV","cackling goose",2017,529082,8115745,"17","nad27"
"CACG05","cackling goose",2018,537518,8122023,"17","nad27"
"CACG05","cackling goose",2019,531775,8117272,"17","nad27"
"CACG06","cackling goose",2018,537629,8121969,"17","nad27"
"CACG06","cackling goose",2019,531647,8117633,"17","nad27"
"CACG07","cackling goose",2018,537275,8121609,"17","nad27"
"CACG07","cackling goose",2019,533308,8118290,"17","nad27"
"CACG08","cackling goose",2018,538368,8121259,"17","nad27"
"CACG08","cackling goose",2019,538369,8121257,"17","nad27"
"CACG09","cackling goose",2018,530261,8116860,"17","nad27"
"CACG09","cackling goose",2019,537777,8121320,"17","nad27"
"CACG09-JV","cackling goose",2017,530200,8116930,"17","nad27"
"CACG10","cackling goose",2018,529560,8118847,"17","nad27"
"CACG10","cackling goose",2019,532116,8117892,"17","nad27"
"CACG11","cackling goose",2018,529934,8118755,"17","nad27"
"CACG11","cackling goose",2019,529455,8119032,"17","nad27"
"CACG11-YS","cackling goose",2017,529280,8118908,"17","nad27"
"CACG12","cackling goose",2018,529898,8118880,"17","nad27"
"CACG12","cackling goose",2019,529524,8118846,"17","nad27"
"CACG12-YS","cackling goose",2017,529612,8118880,"17","nad27"
"CACG13","cackling goose",2018,530181,8118559,"17","nad27"
"CACG13","cackling goose",2019,529898,8118876,"17","nad27"
"CACG14","cackling goose",2018,531719,8117686,"17","nad27"
"CACG14","cackling goose",2019,530641,8118906,"17","nad27"
"CACG15","cackling goose",2019,529948,8118761,"17","nad27"
"CACG16","cackling goose",2017,534963,8086112,"17","nad27"
"CACG211","cackling goose",2017,541327,8079633,"17","nad27"
"CACG44","cackling goose",2017,536171,8084927,"17","nad27"
"CACG48","cackling goose",2017,536380,8084757,"17","nad27"
"CACGAB01","cackling goose",2019,528355,8102734,"17","nad27"
"CACGAB02","cackling goose",2019,531878,8107247,"17","nad27"
"CACGACL01","cackling goose",2017,532731,8118108,"17","nad27"
"CACGACL01","cackling goose",2018,530996,8117456,"17","nad27"
"CACGACL02","cackling goose",2017,531353,8117773,"17","nad27"
"CACGACL03","cackling goose",2017,531353,8117773,"17","nad27"
"CACGAF01","cackling goose",2019,535738,8083375,"17","nad27"
"CACGCC01","cackling goose",2019,533335,8086326,"17","nad27"
"CACGCC02","cackling goose",2019,533247,8085980,"17","nad27"
"CACGCC03","cackling goose",2019,541301,8079390,"17","nad27"
"CACGCC04","cackling goose",2019,541487,8079436,"17","nad27"
"CACGCC05","cackling goose",2019,541323,8079592,"17","nad27"
"CACGDL01","cackling goose",2017,534884,8085966,"17","nad27"
"CACGDL02","cackling goose",2017,541474,8079425,"17","nad27"
"CACGDL03","cackling goose",2017,541568,8079779,"17","nad27"
"CACGDL05","cackling goose",2017,533279,8086812,"17","nad27"
"CACGED01","cackling goose",2017,535746,8085752,"17","nad27"
"CACGED01","cackling goose",2018,536724,8083960,"17","nad27"
"CACGED01","cackling goose",2019,536825,8083977,"17","nad27"
"CACGED02","cackling goose",2017,535255,8084768,"17","nad27"
"CACGED02","cackling goose",2018,536978,8083876,"17","nad27"
"CACGED02","cackling goose",2019,533462,8087532,"17","nad27"
"CACGED03","cackling goose",2017,536902,8083926,"17","nad27"
"CACGED03","cackling goose",2018,534445,8088102,"17","nad27"
"CACGED03","cackling goose",2019,533498,8086227,"17","nad27"
"CACGED04","cackling goose",2018,534372,8087927,"17","nad27"
"CACGED04","cackling goose",2019,534109,8085875,"17","nad27"
"CACGED05","cackling goose",2017,534285,8085878,"17","nad27"
"CACGED05","cackling goose",2018,534124,8087990,"17","nad27"
"CACGED05","cackling goose",2019,534272,8085870,"17","nad27"
"CACGED06","cackling goose",2017,534933,8085644,"17","nad27"
"CACGED06","cackling goose",2018,534755,8087559,"17","nad27"
"CACGED06","cackling goose",2019,534363,8085890,"17","nad27"
"CACGED07","cackling goose",2018,534510,8087219,"17","nad27"
"CACGED07","cackling goose",2019,534779,8087523,"17","nad27"
"CACGED08","cackling goose",2018,533244,8087554,"17","nad27"
"CACGED08","cackling goose",2019,534723,8087538,"17","nad27"
"CACGED09","cackling goose",2018,536168,8084918,"17","nad27"
"CACGED09","cackling goose",2019,534738,8087321,"17","nad27"
"CACGED10","cackling goose",2018,535227,8084746,"17","nad27"
"CACGED10","cackling goose",2019,534870,8087218,"17","nad27"
"CACGED11","cackling goose",2018,534976,8085326,"17","nad27"
"CACGED11","cackling goose",2019,536172,8084915,"17","nad27"
"CACGED12","cackling goose",2018,534943,8085372,"17","nad27"
"CACGED12","cackling goose",2019,534448,8088104,"17","nad27"
"CACGED13","cackling goose",2018,534872,8085586,"17","nad27"
"CACGED13","cackling goose",2019,534371,8087929,"17","nad27"
"CACGED14","cackling goose",2018,534746,8085578,"17","nad27"
"CACGED14","cackling goose",2019,534126,8087990,"17","nad27"
"CACGED15","cackling goose",2018,534721,8085738,"17","nad27"
"CACGED15","cackling goose",2019,534863,8085983,"17","nad27"
"CACGED16","cackling goose",2018,534601,8085628,"17","nad27"
"CACGED16","cackling goose",2019,534817,8085702,"17","nad27"
"CACGED17","cackling goose",2018,533461,8087536,"17","nad27"
"CACGED17","cackling goose",2019,534601,8085760,"17","nad27"
"CACGED18","cackling goose",2018,533501,8086573,"17","nad27"
"CACGED18","cackling goose",2019,534870,8085583,"17","nad27"
"CACGED19","cackling goose",2018,533501,8086230,"17","nad27"
"CACGED19","cackling goose",2019,534827,8085527,"17","nad27"
"CACGED20","cackling goose",2018,533266,8086476,"17","nad27"
"CACGED20","cackling goose",2019,534943,8085370,"17","nad27"
"CACGED21","cackling goose",2018,528060,8103496,"17","nad27"
"CACGED21","cackling goose",2019,536359,8084774,"17","nad27"
"CACGED22","cackling goose",2018,528286,8103740,"17","nad27"
"CACGED23","cackling goose",2018,527794,8105296,"17","nad27"
"CACGED23","cackling goose",2019,529710,8097837,"17","nad27"
"CACGED24","cackling goose",2018,528359,8102931,"17","nad27"
"CACGED24","cackling goose",2019,529129,8100816,"17","nad27"
"CACGED25","cackling goose",2018,528205,8102833,"17","nad27"
"CACGED25","cackling goose",2019,529372,8100936,"17","nad27"
"CACGED26","cackling goose",2018,528253,8102553,"17","nad27"
"CACGED26","cackling goose",2019,529275,8100987,"17","nad27"
"CACGED27","cackling goose",2018,534280,8085871,"17","nad27"
"CACGED27","cackling goose",2019,547228,8074321,"17","nad27"
"CACGED28","cackling goose",2018,536663,8083988,"17","nad27"
"CACGED28","cackling goose",2019,547219,8074425,"17","nad27"
"CACGED29","cackling goose",2018,547058,8074355,"17","nad27"
"CACGED29","cackling goose",2019,547481,8074400,"17","nad27"
"CACGED30","cackling goose",2018,547484,8074401,"17","nad27"
"CACGED30","cackling goose",2019,528927,8101817,"17","nad27"
"CACGED31","cackling goose",2018,545287,8075629,"17","nad27"
"CACGED31","cackling goose",2019,528321,8102415,"17","nad27"
"CACGED32","cackling goose",2018,544695,8076064,"17","nad27"
"CACGED32","cackling goose",2019,528358,8102933,"17","nad27"
"CACGED33","cackling goose",2018,528324,8102422,"17","nad27"
"CACGED33","cackling goose",2018,534819,8085504,"17","nad27"
"CACGED33","cackling goose",2019,528320,8102934,"17","nad27"
"CACGED34","cackling goose",2019,528059,8103475,"17","nad27"
"CACGED35","cackling goose",2019,528285,8103745,"17","nad27"
"CACGED36","cackling goose",2019,547057,8074353,"17","nad27"
"CACGFL01","cackling goose",2017,534820,8085704,"17","nad27"
"CACGFL02","cackling goose",2017,534838,8085623,"17","nad27"
"CACGJB01","cackling goose",2018,533648,8086373,"17","nad27"
"CACGJB01","cackling goose",2019,533516,8087470,"17","nad27"
"CACGJB02","cackling goose",2019,534796,8085463,"17","nad27"
"CACGJB05","cackling goose",2018,534941,8085874,"17","nad27"
"CACGJB06","cackling goose",2018,534871,8087215,"17","nad27"
"CACGJB07","cackling goose",2017,547227,8074430,"17","nad27"
"CACGJB07","cackling goose",2018,529379,8100938,"17","nad27"
"CACGJB08","cackling goose",2017,547483,8074393,"17","nad27"
"CACGJB08","cackling goose",2018,529276,8100988,"17","nad27"
"CACGJB09","cackling goose",2018,528931,8101819,"17","nad27"
"CACGJB10","cackling goose",2018,531305,8106806,"17","nad27"
"CACGJB11","cackling goose",2018,541304,8079391,"17","nad27"
"CACGJB12","cackling goose",2018,541575,8079568,"17","nad27"
"CACGJB13","cackling goose",2018,544378,8077250,"17","nad27"
"CACGJB14","cackling goose",2018,542947,8078895,"17","nad27"
"CACGJB15","cackling goose",2018,536451,8085504,"17","nad27"
"CACGJB21","cackling goose",2017,534533,8085523,"17","nad27"
"CACGKB01","cackling goose",2019,544699,8076058,"17","nad27"
"CACGKB02","cackling goose",2019,536004,8084639,"17","nad27"
"CACGMZ01","cackling goose",2019,536660,8083987,"17","nad27"
"CACGMZ02","cackling goose",2019,533245,8087553,"17","nad27"
"CACGMZ03","cackling goose",2019,533244,8087272,"17","nad27"
"CACGMZ04","cackling goose",2019,533477,8086722,"17","nad27"
"CACGMZ05","cackling goose",2019,533263,8086483,"17","nad27"
"CACGMZ06","cackling goose",2019,539542,8087357,"17","nad27"
"CACGMZ07","cackling goose",2019,534708,8085641,"17","nad27"
"CACGMZ08","cackling goose",2019,534745,8085579,"17","nad27"
"CACGMZ09","cackling goose",2019,534769,8085619,"17","nad27"
"CACGMZ10","cackling goose",2019,534820,8085654,"17","nad27"
"CACGMZ11","cackling goose",2019,535198,8085405,"17","nad27"
"CACGMZ12","cackling goose",2019,535044,8085076,"17","nad27"
"CACGMZ13","cackling goose",2019,541570,8079569,"17","nad27"
"CACGNL01","cackling goose",2019,528205,8102830,"17","nad27"
"CAG01","cackling goose",2006,533309,8118293,"17","nad27"
"CAG02","cackling goose",2006,532219,8117384,"17","nad27"
"CAGO","cackling goose",2011,541472,8079406,"17","nad27"
"CAGO01","cackling goose",2008,530170,8116948,"17","nad27"
"CAGO01","cackling goose",2009,530172,8116949,"17","nad27"
"CAGO01","cackling goose",2010,534295,8085868,"17","nad27"
"CAGO01","cackling goose",2010,532729,8118112,"17","nad27"
"CAGO01","cackling goose",2013,532220,8117382,"17","nad27"
"CAGO01","cackling goose",2014,531661,8117652,"17","nad27"
"CAGO01","cackling goose",2015,530240,8116878,"17","nad27"
"CAGO01-YS","cackling goose",2016,532730,8118110,"17","nad27"
"CAGO02","cackling goose",2008,531350,8117468,"17","nad27"
"CAGO02","cackling goose",2009,530261,8118634,"17","nad27"
"CAGO02","cackling goose",2010,537528,8122019,"17","nad27"
"CAGO02","cackling goose",2013,537537,8122025,"17","nad27"
"CAGO02","cackling goose",2014,530239,8116878,"17","nad27"
"CAGO02","cackling goose",2015,531584,8117652,"17","nad27"
"CAGO02-YS","cackling goose",2016,531471,8117621,"17","nad27"
"CAGO03","cackling goose",2013,537639,8121929,"17","nad27"
"CAGO03","cackling goose",2014,536398,8120914,"17","nad27"
"CAGO03","cackling goose",2015,532595,8115286,"17","nad27"
"CAGO03-YS","cackling goose",2016,532222,8117386,"17","nad27"
"CAGO04","cackling goose",2013,530273,8116835,"17","nad27"
"CAGO04","cackling goose",2014,531597,8117661,"17","nad27"
"CAGO04","cackling goose",2015,529266,8118925,"17","nad27"
"CAGO04-YS","cackling goose",2016,529556,8118843,"17","nad27"
"CAGO05","cackling goose",2013,537778,8121324,"17","nad27"
"CAGO05","cackling goose",2014,530243,8116881,"17","nad27"
"CAGO05","cackling goose",2015,531470,8117620,"17","nad27"
"CAGO05-YS","cackling goose",2016,529936,8118758,"17","nad27"
"CAGO06","cackling goose",2013,536423,8120976,"17","nad27"
"CAGO06","cackling goose",2014,529867,8118770,"17","nad27"
"CAGO06","cackling goose",2015,537367,8122044,"17","nad27"
"CAGO06-NC","cackling goose",2016,536509,8121156,"17","nad27"
"CAGO07","cackling goose",2014,530289,8118635,"17","nad27"
"CAGO07","cackling goose",2015,537571,8122055,"17","nad27"
"CAGO07-YS","cackling goose",2016,530149,8117065,"17","nad27"
"CAGO08","cackling goose",2014,538380,8121262,"17","nad27"
"CAGO08","cackling goose",2015,537275,8121610,"17","nad27"
"CAGO08-YS","cackling goose",2016,530259,8116858,"17","nad27"
"CAGO09","cackling goose",2014,534550,8088107,"17","nad27"
"CAGO09","cackling goose",2015,536964,8121174,"17","nad27"
"CAGO09-KC","cackling goose",2016,536968,8121165,"17","nad27"
"CAGO1","cackling goose",2011,530192,8117142,"17","nad27"
"CAGO1","cackling goose",2012,536453,8120981,"17","nad27"
"CAGO10","cackling goose",2014,534941,8085871,"17","nad27"
"CAGO10-KC","cackling goose",2016,536454,8120983,"17","nad27"
"CAGO101","cackling goose",2015,534778,8087523,"17","nad27"
"CAGO102","cackling goose",2015,547261,8074642,"17","nad27"
"CAGO11","cackling goose",2014,534701,8085707,"17","nad27"
"CAGO11-KC","cackling goose",2016,537999,8121032,"17","nad27"
"CAGO12","cackling goose",2014,533276,8086541,"17","nad27"
"CAGO13","cackling goose",2014,533242,8087552,"17","nad27"
"CAGO14","cackling goose",2014,533503,8086231,"17","nad27"
"CAGO15","cackling goose",2014,541306,8079392,"17","nad27"
"CAGO16","cackling goose",2014,528079,8103495,"17","nad27"
"CAGO16","cackling goose",2016,534941,8085871,"17","nad27"
"CAGO17","cackling goose",2014,528187,8102840,"17","nad27"
"CAGO17","cackling goose",2016,534701,8085707,"17","nad27"
"CAGO18","cackling goose",2014,534857,8087489,"17","nad27"
"CAGO19","cackling goose",2014,534873,8087216,"17","nad27"
"CAGO2","cackling goose",2011,532745,8118345,"17","nad27"
"CAGO2","cackling goose",2012,537771,8121322,"17","nad27"
"CAGO20","cackling goose",2014,534776,8085616,"17","nad27"
"CAGO21","cackling goose",2014,534834,8085532,"17","nad27"
"CAGO22","cackling goose",2014,537880,8088573,"17","nad27"
"CAGO23","cackling goose",2016,528186,8102839,"17","nad27"
"CAGO27","cackling goose",2016,534834,8085532,"17","nad27"
"CAGO3","cackling goose",2012,532133,8118008,"17","nad27"
"CAGO4","cackling goose",2012,533244,8086551,"17","nad27"
"CAGOAB01","cackling goose",2016,536172,8084927,"17","nad27"
"CAGOAB02","cackling goose",2016,534848,8085999,"17","nad27"
"CAGOAB03","cackling goose",2016,535205,8085934,"17","nad27"
"CAGOAB04","cackling goose",2016,534119,8088010,"17","nad27"
"CAGODL01","cackling goose",2013,541493,8079419,"17","nad27"
"CAGODL02","cackling goose",2013,534448,8088102,"17","nad27"
"CAGODL02","cackling goose",2016,536381,8084757,"17","nad27"
"CAGODL03","cackling goose",2016,536673,8084001,"17","nad27"
"CAGODL04","cackling goose",2016,536819,8089700,"17","nad27"
"CAGOEC01","cackling goose",2011,533212,8087546,"17","nad27"
"CAGOED01","cackling goose",2016,528248,8102540,"17","nad27"
"CAGOED02","cackling goose",2016,528346,8102947,"17","nad27"
"CAGOED03","cackling goose",2016,541480,8079435,"17","nad27"
"CAGOED04","cackling goose",2016,531881,8107224,"17","nad27"
"CAGOGS01","cackling goose",2012,534780,8087524,"17","nad27"
"CAGOGS02","cackling goose",2012,534448,8088104,"17","nad27"
"CAGOJB01","cackling goose",2011,534779,8085671,"17","nad27"
"CAGOJB01","cackling goose",2013,534215,8085785,"17","nad27"
"CAGOJB01","cackling goose",2015,547246,8074407,"17","nad27"
"CAGOJB01","cackling goose",2016,528060,8103494,"17","nad27"
"CAGOJB02","cackling goose",2011,534701,8085678,"17","nad27"
"CAGOJB02","cackling goose",2013,531878,8107255,"17","nad27"
"CAGOJB02","cackling goose",2016,547224,8074430,"17","nad27"
"CAGOPRB01","cackling goose",2013,533258,8086571,"17","nad27"
"CAGOVM01","cackling goose",2010,530145,8098687,"17","nad27"
"CORA_AB01","common raven",2017,551463,8082413,"17","nad27"
"CORA01","common raven",2013,534050,8122954,"17","nad27"
"CORA103","common raven",2015,532014,8107337,"17","nad27"
"CORA104","common raven",2015,534928,8122802,"17","nad27"
"CORAAB01","common raven",2016,532014,8107337,"17","nad27"
"CORAAB01","common raven",2019,545359,8082101,"17","nad27"
"CORAAB02","common raven",2019,544513,8110494,"17","nad27"
"CORAED01","common raven",2019,529524,8107459,"17","nad27"
"EID01","king eider",2005,532364,8117235,"17","nad27"
"EID01","king eider",2006,532028,8117444,"17","nad27"
"EID01","king eider",2007,536410,8120913,"17","nad27"
"EID01","king eider",2008,537569,8122296,"17","nad27"
"EID01","king eider",2010,533586,8118283,"17","nad27"
"EID02","king eider",2005,534087,8118458,"17","nad27"
"EID02","king eider",2006,534379,8118033,"17","nad27"
"EID02","king eider",2007,533801,8117819,"17","nad27"
"EID02","king eider",2008,532007,8117746,"17","nad27"
"EID03","king eider",2005,531113,8117702,"17","nad27"
"EID03","king eider",2006,533347,8118640,"17","nad27"
"EID03","king eider",2007,532155,8117323,"17","nad27"
"EID03","king eider",2008,537163,8120602,"17","nad27"
"EID04","king eider",2005,533698,8117826,"17","nad27"
"EID04","king eider",2008,537554,8122061,"17","nad27"
"EID05","king eider",2005,529804,8118730,"17","nad27"
"EID05","king eider",2008,530195,8117213,"17","nad27"
"EID06","king eider",2008,532041,8117791,"17","nad27"
"EIDER1","king eider",2009,534764,8089058,"17","nad27"
"EIDER2","king eider",2009,537058,8088226,"17","nad27"
"FAPE_304","peregrine falcon",2018,NA,NA,"17","nad27"
"FAPE_402","peregrine falcon",2018,NA,NA,"17","nad27"
"FAPE_403","peregrine falcon",2018,NA,NA,"17","nad27"
"FAU01","peregrine falcon",2006,NA,NA,"17","nad27"
"GRU01","sandhill crane",2005,534388,8118888,"17","nad27"
"GRU01","sandhill crane",2006,531432,8117083,"17","nad27"
"GRU02","sandhill crane",2006,533713,8118211,"17","nad27"
"GRU03","sandhill crane",2006,531620,8119176,"17","nad27"
"GRU1","sandhill crane",2004,534744,8118860,"17","nad27"
"GRU2","sandhill crane",2004,533609,8117763,"17","nad27"
"GYFA001","gyrfalcon",2012,NA,NA,"17","nad27"
"GYFA01","gyrfalcon",2013,NA,NA,"17","nad27"
"GYFA01","gyrfalcon",2018,NA,NA,"17","nad27"
"GYFA101","gyrfalcon",2014,NA,NA,"17","nad27"
"GYFA101","gyrfalcon",2015,NA,NA,"17","nad27"
"GYFADL01","gyrfalcon",2016,NA,NA,"17","nad27"
"HAKA01","long tailed duck",2019,536913,8119919,"17","nad27"
"HAKA02","long tailed duck",2019,532960,8118201,"17","nad27"
"HAKAJFL01","long tailed duck",2010,533827,8085711,"17","nad27"
"HGR01","red throated loon",2007,531270,8117638,"17","nad27"
"HGR02","red throated loon",2007,539497,8087266,"17","nad27"
"HGR1","red throated loon",2008,531812,8117269,"17","nad27"
"HGR1","red throated loon",2009,534760,8089066,"17","nad27"
"HGR2","red throated loon",2009,536217,8086138,"17","nad27"
"HGR3","red throated loon",2009,538998,8087074,"17","nad27"
"HGR4","red throated loon",2009,535009,8092969,"17","nad27"
"HGR5","red throated loon",2009,539414,8087284,"17","nad27"
"HOLA01","horned lark",2010,534629,8117877,"17","nad27"
"HOLA01","horned lark",2013,534033,8118027,"17","nad27"
"HOLA01","horned lark",2014,537552,8119360,"17","nad27"
"HOLA01","horned lark",2015,534305,8118615,"17","nad27"
"HOLA01","horned lark",2019,541373,8120312,"17","nad27"
"HOLA02","horned lark",2013,534459,8118967,"17","nad27"
"HOLA02","horned lark",2014,535967,8088638,"17","nad27"
"HOLA02","horned lark",2019,532264,8116521,"17","nad27"
"HOLA03","horned lark",2013,532097,8118140,"17","nad27"
"HOLA03","horned lark",2014,544592,8081098,"17","nad27"
"HOLA04","horned lark",2013,530810,8116441,"17","nad27"
"HOLA04","horned lark",2014,536060,8086028,"17","nad27"
"HOLA05","horned lark",2013,548443,8080480,"17","nad27"
"HOLADL01","horned lark",2015,530105,8101493,"17","nad27"
"HOLAJO01","horned lark",2011,533076,8117930,"17","nad27"
"HOLAMZ01","horned lark",2019,532529,8100892,"17","nad27"
"HUP01","pacific loon",2006,532412,8117486,"17","nad27"
"HUP1","pacific loon",2009,539487,8084718,"17","nad27"
"JB01","horned lark",2010,540091,8081822,"17","nad27"
"JB01","long tailed duck",2010,535972,8084157,"17","nad27"
"JB01","cackling goose",2010,534538,8085787,"17","nad27"
"JB01","red throated loon",2010,533268,8086517,"17","nad27"
"JB02","horned lark",2010,547198,8077302,"17","nad27"
"JB02","cackling goose",2010,533247,8087556,"17","nad27"
"JB02","red throated loon",2010,534103,8088023,"17","nad27"
"JB03","red throated loon",2010,535713,8084467,"17","nad27"
"JFL01","red throated loon",2010,547168,8074437,"17","nad27"
"KAK01","long tailed duck",2006,533749,8118878,"17","nad27"
"KAK01","long tailed duck",2007,532856,8118131,"17","nad27"
"KAK01","long tailed duck",2009,531384,8117850,"17","nad27"
"KAK02","long tailed duck",2005,529841,8118692,"17","nad27"
"KAK02","long tailed duck",2006,534823,8119050,"17","nad27"
"KAK02","long tailed duck",2007,533774,8117967,"17","nad27"
"KAK03","long tailed duck",2005,532756,8117777,"17","nad27"
"KAK03","long tailed duck",2006,531853,8117676,"17","nad27"
"KAK04","long tailed duck",2005,532954,8118095,"17","nad27"
"KAK04","long tailed duck",2006,532927,8117110,"17","nad27"
"KAK05","long tailed duck",2005,533949,8118545,"17","nad27"
"KAK1","long tailed duck",2008,530956,8116835,"17","nad27"
"KAKDB01","long tailed duck",2012,536046,8088435,"17","nad27"
"KC01","king eider",2016,538729,8087023,"17","nad27"
"KC02","king eider",2016,537876,8088694,"17","nad27"
"KIEI01","king eider",2009,532306,8116854,"17","nad27"
"KIEI01","king eider",2014,537404,8120838,"17","nad27"
"KIEI01","king eider",2015,536650,8121232,"17","nad27"
"KIEI01","king eider",2019,536926,8119900,"17","nad27"
"KIEI01-KC","king eider",2016,539564,8121112,"17","nad27"
"KIEI01-YS","king eider",2017,534097,8118697,"17","nad27"
"KIEI02","king eider",2009,532472,8117818,"17","nad27"
"KIEI02","king eider",2014,534697,8118228,"17","nad27"
"KIEI02","king eider",2019,529142,8115308,"17","nad27"
"KIEI02-AR","king eider",2016,533421,8115538,"17","nad27"
"KIEI03","king eider",2009,532822,8118027,"17","nad27"
"KIEI03","king eider",2014,535918,8091156,"17","nad27"
"KIEI04","king eider",2014,536266,8088971,"17","nad27"
"KIEIAC01","king eider",2015,535738,8088399,"17","nad27"
"LTDUYS01","long tailed duck",2015,537759,8088712,"UT","c2"
"LTDUYS02","long tailed duck",2015,537755,8088711,"UT","c2"
"PAC","common ringed plover",2004,528827,8121965,"17","nad27"
"PAJA_AB01","parasitic jaeger",2017,527516,8105308,"17","nad27"
"PAJA_JB01","parasitic jaeger",2017,531134,8093894,"17","nad27"
"PAJA01","parasitic jaeger",2008,528822,8115609,"17","nad27"
"PAJA01","parasitic jaeger",2009,528603,8115760,"17","nad27"
"PAJA01","parasitic jaeger",2010,528607,8115760,"17","nad27"
"PAJA01","parasitic jaeger",2011,528658,8115681,"17","nad27"
"PAJA01","parasitic jaeger",2012,533096,8085803,"17","nad27"
"PAJA01","parasitic jaeger",2014,533185,8085852,"17","nad27"
"PAJA01","parasitic jaeger",2015,528879,8115638,"17","nad27"
"PAJA01","parasitic jaeger",2019,528539,8115795,"17","nad27"
"PAJA01-KC","parasitic jaeger",2016,528604,8115738,"17","nad27"
"PAJA01-YS","parasitic jaeger",2017,528572,8115243,"17","nad27"
"PAJA02","parasitic jaeger",2008,534453,8085098,"17","nad27"
"PAJA02","parasitic jaeger",2009,533228,8119800,"17","nad27"
"PAJA02","parasitic jaeger",2010,534387,8085168,"17","nad27"
"PAJA02","parasitic jaeger",2011,527806,8104920,"17","nad27"
"PAJA02","parasitic jaeger",2014,528656,8115681,"17","nad27"
"PAJA03","parasitic jaeger",2009,528616,8112025,"17","nad27"
"PAJA03","parasitic jaeger",2010,533521,8085932,"17","nad27"
"PAJA03","parasitic jaeger",2014,535967,8083693,"17","nad27"
